"id","name","description","wbs","current_status","Resource","PlannedStartDate","PlannedEndDate","ActualStartDate","ActualEndDate","action","predecessor_successor","progress","assigned_to","proj_id","created_at","updated_at","ActualResource"
"106","Identify all resources required for Go-Live","","1.3.1.1.4.7.2",1,"","2009-07-13 08:00:00","2009-07-14 17:00:00","2009-07-13 08:00:00","2009-07-14 17:00:00","","",0,NULL,"2","2024-06-22 04:45:27.234916","2024-06-22 04:45:27.234916",NULL
"107","Create plan for certifiying 1 cross-functional BDO owned by CVCM - Target completion Q1FY10 (pending input)","","1.3.1.1.4.7.3",1,"","2009-07-06 08:00:00","2009-07-08 17:00:00","2009-07-06 08:00:00","2009-07-08 17:00:00","","",0,NULL,"2","2024-06-22 04:45:27.318853","2024-06-22 04:45:27.318853",NULL
"108","Identify resources required for certifications","","1.3.1.1.4.7.4",1,"","2009-07-06 08:00:00","2009-07-08 17:00:00","2009-07-06 08:00:00","2009-07-08 17:00:00","","",0,NULL,"2","2024-06-22 04:45:27.410982","2024-06-22 04:45:27.410982",NULL
"109","Validate DQIm and certification plan with BIDS and obtain sign off from BIDS and impacted stakeholders","","1.3.1.1.4.7.5",1,"","2009-07-13 08:00:00","2009-07-15 17:00:00","2009-07-13 08:00:00","2009-07-15 17:00:00","","",0,NULL,"2","2024-06-22 04:45:27.494878","2024-06-22 04:45:27.494878",NULL
"110","Define Go-Live roadmap (FY10)","","1.3.1.1.4.7.6",1,"","2009-07-13 08:00:00","2009-07-17 17:00:00","2009-07-13 08:00:00","2009-07-17 17:00:00","","",0,NULL,"2","2024-06-22 04:45:27.578774","2024-06-22 04:45:27.578774",NULL
"111","Collaborate with ODLE and define org adoption strategy","","1.3.1.1.4.7.7",1,"","2009-07-13 08:00:00","2009-07-16 17:00:00","2009-07-13 08:00:00","2009-07-16 17:00:00","","",0,NULL,"2","2024-06-22 04:45:27.670636","2024-06-22 04:45:27.670636",NULL
"112","Communication to stakeholders","","1.3.1.1.4.8",1,"","2009-08-03 13:00:00","2009-08-10 12:00:00","2009-08-03 13:00:00","2009-08-10 12:00:00","","",0,NULL,"2","2024-06-22 04:45:27.754893","2024-06-22 04:45:27.754893",NULL
"113","Communicate CC deliverables to stakeholders","","1.3.1.1.4.8.1",1,"","2009-08-03 13:00:00","2009-08-04 12:00:00","2009-08-03 13:00:00","2009-08-04 12:00:00","","",0,NULL,"2","2024-06-22 04:45:27.838982","2024-06-22 04:45:27.838982",NULL
"114","Resolve any stakeholder issues","","1.3.1.1.4.8.2",1,"","2009-08-04 13:00:00","2009-08-06 12:00:00","2009-08-04 13:00:00","2009-08-06 12:00:00","","",0,NULL,"2","2024-06-22 04:45:27.926785","2024-06-22 04:45:27.926785",NULL
"115","Complete Concept Commit slide deck","","1.3.1.1.4.8.3",1,"","2009-08-06 13:00:00","2009-08-10 12:00:00","2009-08-06 13:00:00","2009-08-10 12:00:00","","",0,NULL,"2","2024-06-22 04:45:28.017706","2024-06-22 04:45:28.017706",NULL
"116","CONCEPT COMMIT gate - Sign Off","","1.3.1.2",1,"","2009-08-10 12:00:00","2009-08-10 12:00:00","2009-08-10 12:00:00","2009-08-10 12:00:00","","",0,NULL,"2","2024-06-22 04:45:28.103049","2024-06-22 04:45:28.103049",NULL
"117","Communicate POC results and next steps (Launch Plan) to all stakeholders and CVCM functions","","1.3.1.3",1,"","2009-08-10 13:00:00","2009-08-13 12:00:00","2009-08-10 13:00:00","2009-08-13 12:00:00","","",0,NULL,"2","2024-06-22 04:45:28.192193","2024-06-22 04:45:28.192193",NULL
"118","EXECUTE COMMIT PHASE","","1.3.2",1,"","2009-08-03 08:00:00","2009-10-23 17:00:00","2009-08-03 08:00:00","2009-10-23 17:00:00","","",0,NULL,"2","2024-06-22 04:45:28.28283","2024-06-22 04:45:28.28283",NULL
"119","Using DQIm certify Org BDO","","1.3.2.1",1,"","2009-08-05 08:00:00","2009-09-15 17:00:00","2009-08-05 08:00:00","2009-09-15 17:00:00","","",0,NULL,"2","2024-06-22 04:45:28.365694","2024-06-22 04:45:28.365694",NULL
"120","Launch Data Governance Program as per roadmap","","1.3.2.2",1,"","2009-08-03 08:00:00","2009-10-23 17:00:00","2009-08-03 08:00:00","2009-10-23 17:00:00","","",0,NULL,"2","2024-06-22 04:45:28.445912","2024-06-22 04:45:28.445912",NULL
"121","Create project charter","","1.1",2,"","2009-04-01 08:00:00","2009-05-19 17:00:00","2009-04-01 08:00:00","2009-05-19 17:00:00","","",0,NULL,"3","2024-06-25 01:09:51.193656","2024-07-03 09:57:13.818169",NULL
"122","Define VSE","","1.1.1",3,"","2009-04-01 08:00:00","2009-04-07 17:00:00","2009-04-01 08:00:00","2009-04-07 17:00:00","","",0,NULL,"3","2024-06-25 01:09:51.377016","2024-07-03 23:15:30.804612",NULL
"123","Define scope of CVCM data governance program (in scope, out of scope)","","1.1.2",3,"","2009-04-28 08:00:00","2009-04-28 17:00:00","2009-04-28 08:00:00","2009-04-28 17:00:00","","",0,NULL,"3","2024-06-25 01:09:51.459448","2024-07-03 23:15:30.803751",NULL
"124","Identify and document goals","","1.1.3",2,"","2009-04-22 08:00:00","2009-04-22 17:00:00","2009-04-22 08:00:00","2009-04-22 17:00:00","","",0,NULL,"3","2024-06-25 01:09:51.670657","2024-07-03 12:37:41.721673",NULL
"125","Define value proposition ","","1.1.4",2,"","2009-04-27 08:00:00","2009-04-30 17:00:00","2009-04-27 08:00:00","2009-04-30 17:00:00","","",0,NULL,"3","2024-06-25 01:09:51.881217","2024-07-03 12:37:55.595646",NULL
"126","Build business case","changed","1.1.5",2,"","2009-04-28 08:00:00","2009-05-04 17:00:00","2009-04-28 08:00:00","2009-05-04 17:00:00","","",0,NULL,"3","2024-06-25 01:09:51.92671","2024-07-07 05:16:07.470395",NULL
"127","Identify sponsors","","1.1.6",2,"","2009-04-21 08:00:00","2009-04-21 17:00:00","2009-04-21 08:00:00","2009-04-21 17:00:00","","",0,NULL,"3","2024-06-25 01:09:52.131891","2024-07-03 12:38:13.063997",NULL
"128","Select team","","1.1.7",2,"","2009-04-13 08:00:00","2009-04-15 17:00:00","2009-04-13 08:00:00","2009-04-15 17:00:00","","",0,NULL,"3","2024-06-25 01:09:52.221155","2024-07-03 12:38:13.086145",NULL
"129","Identify team members","","1.1.7.1",2,"","2009-04-13 08:00:00","2009-04-14 17:00:00","2009-04-13 08:00:00","2009-04-14 17:00:00","","",0,NULL,"3","2024-06-25 01:09:52.434056","2024-07-03 12:38:13.078622",NULL
"130","Determine roles & responsibilities for team","","1.1.7.2",2,"","2009-04-15 08:00:00","2009-04-15 17:00:00","2009-04-15 08:00:00","2009-04-15 17:00:00","","",0,NULL,"3","2024-06-25 01:09:52.632739","2024-07-03 13:50:46.629027",NULL
"131","Stakeholder analysis","","1.1.8",2,"","2009-04-21 08:00:00","2009-04-23 17:00:00","2009-04-21 08:00:00","2009-04-23 17:00:00","","Description",0,NULL,"3","2024-06-25 01:09:52.71473","2024-07-07 05:16:07.471389",NULL
"132","Identify stakeholders","","1.1.8.1",2,"","2009-04-21 08:00:00","2009-04-23 17:00:00","2009-04-21 08:00:00","2009-04-23 17:00:00","","",0,NULL,"3","2024-06-25 01:09:52.932167","2024-07-03 13:50:46.928075",NULL
"133","Analyze the influence and impact of the stakeholders to the program design and execution","","1.1.8.2",2,"","2009-04-21 08:00:00","2009-04-23 17:00:00","2009-04-21 08:00:00","2009-04-23 17:00:00","","",0,NULL,"3","2024-06-25 01:09:53.13244","2024-07-03 13:56:17.698165",NULL
"134","Overall program deliverables","","1.1.9",2,"","2009-04-27 08:00:00","2009-04-29 17:00:00","2009-04-27 08:00:00","2009-04-29 17:00:00","","",0,NULL,"3","2024-06-25 01:09:53.218616","2024-07-03 13:56:17.698138",NULL
"135","Define the different components of data governance framework","","1.1.9.1",2,"","2009-04-27 08:00:00","2009-04-29 17:00:00","2009-04-27 08:00:00","2009-04-29 17:00:00","","",0,NULL,"3","2024-06-25 01:09:53.373681","2024-07-03 14:25:12.381996",NULL
"136","Define high level implementation steps","","1.1.9.1.1",2,"","2009-04-27 08:00:00","2009-04-29 17:00:00","2009-04-27 08:00:00","2009-04-29 17:00:00","","",0,NULL,"3","2024-06-25 01:09:53.456453","2024-07-03 14:25:12.674306",NULL
"137","Identify use case and POC opportunities ","","1.1.9.1.2",2,"","2009-04-27 08:00:00","2009-04-28 17:00:00","2009-04-27 08:00:00","2009-04-28 17:00:00","","",0,NULL,"3","2024-06-25 01:09:53.537642","2024-07-03 14:25:17.946686",NULL
"138","Funding","","1.1.10",2,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","ee",0,NULL,"3","2024-06-25 01:09:53.621842","2024-07-07 05:16:07.151626",NULL
"139","Funding - order of magnitude of project cost, per CC, EC and post EC","","1.1.10.1",2,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"3","2024-06-25 01:09:53.709903","2024-07-03 14:25:17.945974",NULL
"140","Resource requirements","","1.1.11",2,"","2009-05-13 08:00:00","2009-05-14 17:00:00","2009-05-13 08:00:00","2009-05-14 17:00:00","","",0,NULL,"3","2024-06-25 01:09:53.78992","2024-07-03 14:25:18.207263",NULL
"141","Identify resources required and roles for data governance program","","1.1.11.1",2,"","2009-05-13 08:00:00","2009-05-14 17:00:00","2009-05-13 08:00:00","2009-05-14 17:00:00","","",0,NULL,"3","2024-06-25 01:09:53.875618","2024-07-03 14:25:23.604635",NULL
"142","Constrains, assumptions and risks","","1.1.12",2,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"3","2024-06-25 01:09:53.958045","2024-07-03 14:25:23.294093",NULL
"143","Identify project assumptions and risks","Risks and assumptions identified for BC","1.1.12.1",2,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"3","2024-06-25 01:09:54.033833","2024-07-03 14:36:33.100518",NULL
"144","Program success factors","","1.1.13",2,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"3","2024-06-25 01:09:54.115172","2024-07-03 14:36:33.399986",NULL
"145","Define program success factors ","Program Success factors need to be both short term and long term. Should include POC success factors in the CC phase","1.1.13.1",2,"","2009-05-18 08:00:00","2009-05-19 17:00:00","2009-05-18 08:00:00","2009-05-19 17:00:00","","",0,NULL,"3","2024-06-25 01:09:54.197678","2024-07-03 14:36:37.725993",NULL
"146","Communication Plan","","1.1.14",2,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","working update",0,NULL,"3","2024-06-25 01:09:54.277617","2024-07-07 05:16:21.216648",NULL
"147","Stakeholder engagement plan","","1.1.14.1",2,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"3","2024-06-25 01:09:54.357969","2024-07-03 23:15:01.074485",NULL
"148","Communication Plan","","1.1.14.2",2,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"3","2024-06-25 01:09:54.442134","2024-07-03 23:15:01.373253",NULL
"149","Create program charter document","","1.1.15",2,"","2009-04-28 08:00:00","2009-04-30 17:00:00","2009-04-28 08:00:00","2009-04-30 17:00:00","","",0,NULL,"3","2024-06-25 01:09:54.527755","2024-07-03 23:15:11.625295",NULL
"150","Develop charter slides","","1.1.16",2,"","2009-04-29 08:00:00","2009-04-30 17:00:00","2009-04-29 08:00:00","2009-04-30 17:00:00","","",0,NULL,"3","2024-06-25 01:09:54.616515","2024-07-03 23:15:11.923334",NULL
"151","Sign off on initial project charter document","TTTTx","1.1.17",2,"","2009-05-06 08:00:00","2009-05-06 08:00:00","2009-05-06 08:00:00","2009-05-06 08:00:00","","",0,NULL,"3","2024-06-25 01:09:54.699345","2024-07-07 05:16:20.912453",NULL
"152","BUSINESS COMMIT PHASE","SS","1.2",2,"","2009-04-14 08:00:00","2009-05-28 08:00:00","2009-04-14 08:00:00","2009-05-28 08:00:00","","",0,NULL,"3","2024-06-25 01:09:54.782893","2024-07-06 04:02:14.165516",NULL
"153","Design components of data governance framework","","1.2.1",2,"","2009-04-14 08:00:00","2009-05-28 08:00:00","2009-04-14 08:00:00","2009-05-28 08:00:00","","",0,NULL,"3","2024-06-25 01:09:54.878289","2024-07-06 04:02:07.079873",NULL
"154","Data quality framework","","1.2.1.1",1,"","2009-04-14 08:00:00","2009-05-25 17:00:00","2009-04-14 08:00:00","2009-05-25 17:00:00","","",0,NULL,"3","2024-06-25 01:09:54.963069","2024-06-25 01:09:54.963069",NULL
"155","DEFINE data quality steps and processes","","1.2.1.1.1",1,"","2009-04-14 08:00:00","2009-04-17 17:00:00","2009-04-14 08:00:00","2009-04-17 17:00:00","","",0,NULL,"3","2024-06-25 01:09:55.047442","2024-06-25 01:09:55.047442",NULL
"156","Identify and define data quality standards","","1.2.1.1.2",1,"","2009-04-20 08:00:00","2009-04-21 17:00:00","2009-04-20 08:00:00","2009-04-21 17:00:00","","",0,NULL,"3","2024-06-25 01:09:55.131158","2024-06-25 01:09:55.131158",NULL
"157","Define execution steps and roles for data quality framework","","1.2.1.1.3",1,"","2009-05-01 08:00:00","2009-05-07 17:00:00","2009-05-01 08:00:00","2009-05-07 17:00:00","","",0,NULL,"3","2024-06-25 01:09:55.218888","2024-06-25 01:09:55.218888",NULL
"158","Define alignment scope with DQIm processes","","1.2.1.1.4",1,"","2009-04-29 08:00:00","2009-05-01 17:00:00","2009-04-29 08:00:00","2009-05-01 17:00:00","","",0,NULL,"3","2024-06-25 01:09:55.378619","2024-06-25 01:09:55.378619",NULL
"159","Identify use case for data quality framework - Scope for use case","","1.2.1.1.5",1,"","2009-05-12 08:00:00","2009-05-14 17:00:00","2009-05-12 08:00:00","2009-05-14 17:00:00","","",0,NULL,"3","2024-06-25 01:09:55.466951","2024-06-25 01:09:55.466951",NULL
"160","Collect information/processes/data for the use case (preliminary)","","1.2.1.1.6",1,"","2009-05-12 08:00:00","2009-05-18 17:00:00","2009-05-12 08:00:00","2009-05-18 17:00:00","","",0,NULL,"3","2024-06-25 01:09:55.674798","2024-06-25 01:09:55.674798",NULL
"161","Define requirements for use case","","1.2.1.1.7",1,"","2009-05-13 08:00:00","2009-05-15 17:00:00","2009-05-13 08:00:00","2009-05-15 17:00:00","","",0,NULL,"3","2024-06-25 01:09:55.883755","2024-06-25 01:09:55.883755",NULL
"162","Analyze findings and design use case process steps","","1.2.1.1.8",1,"","2009-05-18 08:00:00","2009-05-20 17:00:00","2009-05-18 08:00:00","2009-05-20 17:00:00","","",0,NULL,"3","2024-06-25 01:09:55.977914","2024-06-25 01:09:55.977914",NULL
"163","Document analysis and resulting business case in BC preso","","1.2.1.1.9",1,"","2009-05-21 08:00:00","2009-05-25 17:00:00","2009-05-21 08:00:00","2009-05-25 17:00:00","","",0,NULL,"3","2024-06-25 01:09:56.190983","2024-06-25 01:09:56.190983",NULL
"164","MEASURE Data Quality","","1.2.1.2",1,"","2009-05-04 08:00:00","2009-05-14 17:00:00","2009-05-04 08:00:00","2009-05-14 17:00:00","","",0,NULL,"3","2024-06-25 01:09:56.378441","2024-06-25 01:09:56.378441",NULL
"165","Define data quality metrics for Scope","","1.2.1.2.1",1,"","2009-05-04 08:00:00","2009-05-14 17:00:00","2009-05-04 08:00:00","2009-05-14 17:00:00","","",0,NULL,"3","2024-06-25 01:09:56.466691","2024-06-25 01:09:56.466691",NULL
"166","Review data quality steps and standards for Perfect Order","","1.2.1.2.1.1",1,"","2009-05-04 08:00:00","2009-05-08 17:00:00","2009-05-04 08:00:00","2009-05-08 17:00:00","","",0,NULL,"3","2024-06-25 01:09:56.682747","2024-06-25 01:09:56.682747",NULL
"167","ANALYZE data quality metrics for perfect order","Due to constrains in availability of data, focused on end to end process for perfect order and quality/Governance opportunities","1.2.1.2.1.2",1,"","2009-05-11 08:00:00","2009-05-14 17:00:00","2009-05-11 08:00:00","2009-05-14 17:00:00","","",0,NULL,"3","2024-06-25 01:09:56.886783","2024-06-25 01:09:56.886783",NULL
"168","DESIGN data quality metrics for Perfect Order","","1.2.1.2.1.3",1,"","2009-05-11 08:00:00","2009-05-14 17:00:00","2009-05-11 08:00:00","2009-05-14 17:00:00","","",0,NULL,"3","2024-06-25 01:09:56.975204","2024-06-25 01:09:56.975204",NULL
"169","Data Governance cycle","","1.2.1.3",1,"","2009-05-13 08:00:00","2009-05-21 17:00:00","2009-05-13 08:00:00","2009-05-21 17:00:00","","",0,NULL,"3","2024-06-25 01:09:57.183066","2024-06-25 01:09:57.183066",NULL
"170","DESIGN Key data governance processes","","1.2.1.3.1",1,"","2009-05-13 08:00:00","2009-05-19 17:00:00","2009-05-13 08:00:00","2009-05-19 17:00:00","","",0,NULL,"3","2024-06-25 01:09:57.388706","2024-06-25 01:09:57.388706",NULL
"171","Define RACI for these processes","Require to validate RACI with sponsors","1.2.1.3.2",1,"","2009-05-20 08:00:00","2009-05-21 17:00:00","2009-05-20 08:00:00","2009-05-21 17:00:00","","",0,NULL,"3","2024-06-25 01:09:57.47491","2024-06-25 01:09:57.47491",NULL
"172","Definitions of key components","","1.2.1.4",1,"","2009-04-27 08:00:00","2009-05-19 17:00:00","2009-04-27 08:00:00","2009-05-19 17:00:00","","",0,NULL,"3","2024-06-25 01:09:57.683207","2024-06-25 01:09:57.683207",NULL
"173","Agreed upon definitions for key data roles - RACI for key data roles","","1.2.1.4.1",1,"","2009-04-27 08:00:00","2009-04-28 17:00:00","2009-04-27 08:00:00","2009-04-28 17:00:00","","",0,NULL,"3","2024-06-25 01:09:57.889667","2024-06-25 01:09:57.889667",NULL
"174","Definitions documented for data artifacts(BDO, metrics etc)","","1.2.1.4.2",1,"","2009-05-13 08:00:00","2009-05-14 17:00:00","2009-05-13 08:00:00","2009-05-14 17:00:00","","",0,NULL,"3","2024-06-25 01:09:57.979049","2024-06-25 01:09:57.979049",NULL
"175","Definitions stored in a standard format and location","","1.2.1.4.3",1,"","2009-05-15 08:00:00","2009-05-19 17:00:00","2009-05-15 08:00:00","2009-05-19 17:00:00","","",0,NULL,"3","2024-06-25 01:09:58.19363","2024-06-25 01:09:58.19363",NULL
"176","Data management office","","1.2.1.5",1,"","2009-04-16 08:00:00","2009-05-01 17:00:00","2009-04-16 08:00:00","2009-05-01 17:00:00","","",0,NULL,"3","2024-06-25 01:09:58.38114","2024-06-25 01:09:58.38114",NULL
"177","Defining structure for data management office","","1.2.1.5.1",1,"","2009-04-16 08:00:00","2009-04-24 17:00:00","2009-04-16 08:00:00","2009-04-24 17:00:00","","",0,NULL,"3","2024-06-25 01:09:58.468345","2024-06-25 01:09:58.468345",NULL
"178","VERIFY structure against data quality framework ","","1.2.1.5.2",1,"","2009-04-27 08:00:00","2009-05-01 17:00:00","2009-04-27 08:00:00","2009-05-01 17:00:00","","",0,NULL,"3","2024-06-25 01:09:58.679646","2024-06-25 01:09:58.679646",NULL
"179","Tools","","1.2.1.6",1,"","2009-05-01 08:00:00","2009-05-14 17:00:00","2009-05-01 08:00:00","2009-05-14 17:00:00","","",0,NULL,"3","2024-06-25 01:09:58.891257","2024-06-25 01:09:58.891257",NULL
"180","Identify tools for data quality (dataFlux)","","1.2.1.6.1",1,"","2009-05-01 08:00:00","2009-05-07 17:00:00","2009-05-01 08:00:00","2009-05-07 17:00:00","","",0,NULL,"3","2024-06-25 01:09:58.982644","2024-06-25 01:09:58.982644",NULL
"181","Prototype data quality use case","Moved this to Concept Commit","1.2.1.6.2",1,"","2009-05-08 08:00:00","2009-05-14 17:00:00","2009-05-08 08:00:00","2009-05-14 17:00:00","","",0,NULL,"3","2024-06-25 01:09:59.195768","2024-06-25 01:09:59.195768",NULL
"182","Data Policies and procedures","","1.2.1.7",1,"","2009-05-13 08:00:00","2009-05-26 17:00:00","2009-05-13 08:00:00","2009-05-26 17:00:00","","",0,NULL,"3","2024-06-25 01:09:59.388155","2024-06-25 01:09:59.388155",NULL
"183","Identify high level  business policies for data governance","","1.2.1.7.1",1,"","2009-05-13 08:00:00","2009-05-26 17:00:00","2009-05-13 08:00:00","2009-05-26 17:00:00","","",0,NULL,"3","2024-06-25 01:09:59.485694","2024-06-25 01:09:59.485694",NULL
"184","Define scope, organization..","Moved this to Concept Commit","1.2.1.7.1.1",1,"","2009-05-13 08:00:00","2009-05-13 17:00:00","2009-05-13 08:00:00","2009-05-13 17:00:00","","",0,NULL,"3","2024-06-25 01:09:59.702207","2024-06-25 01:09:59.702207",NULL
"185","Define Controls","Moved to Concept Commit","1.2.1.7.1.2",1,"","2009-05-18 08:00:00","2009-05-20 17:00:00","2009-05-18 08:00:00","2009-05-20 17:00:00","","",0,NULL,"3","2024-06-25 01:09:59.877178","2024-06-25 01:09:59.877178",NULL
"186","Define issue resolution cycle and corresponding roles","Moved to CC","1.2.1.7.1.3",1,"","2009-05-14 08:00:00","2009-05-20 17:00:00","2009-05-14 08:00:00","2009-05-20 17:00:00","","",0,NULL,"3","2024-06-25 01:09:59.96248","2024-06-25 01:09:59.96248",NULL
"187","Define change management process as part of data governance","Moved to CC","1.2.1.7.1.4",1,"","2009-05-20 08:00:00","2009-05-26 17:00:00","2009-05-20 08:00:00","2009-05-26 17:00:00","","",0,NULL,"3","2024-06-25 01:10:00.045684","2024-06-25 01:10:00.045684",NULL
"188","benchmark with leading practices","Moved to CC","1.2.1.7.1.5",1,"","2009-05-13 08:00:00","2009-05-19 17:00:00","2009-05-13 08:00:00","2009-05-19 17:00:00","","",0,NULL,"3","2024-06-25 01:10:00.133797","2024-06-25 01:10:00.133797",NULL
